Author,Year,Title,Publication,DOI,Authors,Published-print,Volume,Page
Duval,2019,"HexaShrink, an exact scalable framework for hexahedral meshes with attributes and discontinuities: multiresolution rendering and storage of geoscience models",Comput Geosci,10.1007/s10596-019-9816-2,"Peyrot, Jean-Luc; Duval, Laurent; Payan, Frédéric; Bouard, Lauriane; Chizat, Lénaïc; Schneider, Sébastien; Antonini, Marc",2019,23,23
Merodio Gomez,2021,Earth Observations and Statistics: Unlocking Sociodemographic Knowledge through the Power of Satellite Images,Sustainability,10.3390/su132212640,"Merodio Gómez, Paloma; Juarez Carrillo, Olivia Jimena; Kuffer, Monika; Thomson, Dana R.; Olarte Quiroz, Jose Luis; Villaseñor García, Elio; Vanhuysse, Sabine; Abascal, Ángela; Oluoch, Isaac; Nagenborg, Michael; Persello, Claudio; Brito, Patricia Lustosa",,13,13
Supangkat,2018,Big Data Analytics for Safe and Secure City,2018 INTERNATIONAL CONFERENCE ON ICT FOR SMART SOCIETY (ICISS),10.1109/ictss.2018.8550023,"Setiyono; Supangkat, Suhono H.",2018,,
Simonis,2018,Container-based Architecture to Optimize the Integration of Microservices into Cloud-Based Data-Intensive Application Scenarios,ECSA 2018: PROCEEDINGS OF THE 12TH EUROPEAN CONFERENCE ON SOFTWARE ARCHITECTURE: COMPANION PROCEEDINGS,10.1145/3241403.3241439,"Simonis, Ingo",2018,,
Mohrdieck,2020,"Data Analytics, Machine Learning and Risk Assessment for Surveillance and Situation Awareness",2020 21ST INTERNATIONAL RADAR SYMPOSIUM (IRS 2020),10.23919/irs48640.2020.9253816,"Opitz, Felix; Mohrdieck, Camilla; Dastner, Kaeye; Corcuera, Juan Jose Navarro; Schmid, Elke; Roseneckh-Kohler, Bastian von Hassler zu",2020,,
Khoshboresh-Masouleh,2020,A Deep Learning Method for Near-Real-Time Cloud and Cloud Shadow Segmentation from Gaofen-1 Images,Comput Intell Neurosci,10.1155/2020/8811630,"Khoshboresh-Masouleh, Mehdi; Shah-Hosseini, Reza",2020,2020,2020
Moghaddam,2020,An SVM-Based Scheme for Automatic Identification of Architectural Line Features and Cracks,Appl Sci -Basel,10.3390/app10155077,"Zeighami Moghaddam, Mahshid; Umili, Gessica; Messina, Vito; Bonetto, Sabrina; Ferrero, Anna Maria; Bollini, Gaia; Gandreau, David",,10,10
Messina,2020,An SVM-Based Scheme for Automatic Identification of Architectural Line Features and Cracks,Appl Sci -Basel,10.3390/app10155077,"Zeighami Moghaddam, Mahshid; Umili, Gessica; Messina, Vito; Bonetto, Sabrina; Ferrero, Anna Maria; Bollini, Gaia; Gandreau, David",,10,10
Zhang,2022,Hypergraph-Structured Autoencoder for Unsupervised and Semisupervised Classification of Hyperspectral Image,IEEE Geosci Remote Sens Lett,10.1109/lgrs.2021.3054868,"Cai, Yaoming; Zhang, Zijia; Cai, Zhihua; Liu, Xiaobo; Jiang, Xinwei",2022,19,19
Delipetrev,2019,Evaluation of the Potential of Convolutional Neural Networks and Random Forests for Multi-Class Segmentation of Sentinel-2 Imagery,Remote Sens,10.3390/rs11080907,"Syrris, Vasileios; Hasenohr, Paul; Delipetrev, Blagoj; Kotsev, Alexander; Kempeneers, Pieter; Soille, Pierre",,11,11
Follega,2022,Deep learning based event reconstruction for the Limadou High-Energy Particle Detector,Phys Rev D,10.1103/physrevd.105.022004,"Bartocci, S.; Battiston, R.; Benotto, F.; Beolè, S.; Burger, W. J.; Campana, D.; Castellini, G.; Cipollone, P.; Coli, S.; Conti, L.; Contin, A.; Cristoforetti, M.; de Cilladi, L.; De Donato, C.; De Santis, C.; Follega, F. M.; Gebbia, G.; Iuppa, R.; Lolli, M.; Marcelli, N.; Martucci, M.; Masciantonio, G.; Mergè, M.; Mese, M.; Neubüser, C.; Nozzoli, F.; Oliva, A.; Osteria, G.; Pacini, L.; Palma, F.; Palmonari, F.; Parmentier, A.; Perfetto, F.; Picozza, P.; Piersanti, M.; Pozzato, M.; Ricci, E.; Ricci, M.; Ricciarini, S. B.; Sahnoun, Z.; Scotti, V.; Sotgiu, A.; Sparvoli, R.; Vitale, V.; Zoffoli, S.; Zuccon, P.; Limadou HEPD collaboration",,105,105
Iuppa,2022,Deep learning based event reconstruction for the Limadou High-Energy Particle Detector,Phys Rev D,10.1103/physrevd.105.022004,"Bartocci, S.; Battiston, R.; Benotto, F.; Beolè, S.; Burger, W. J.; Campana, D.; Castellini, G.; Cipollone, P.; Coli, S.; Conti, L.; Contin, A.; Cristoforetti, M.; de Cilladi, L.; De Donato, C.; De Santis, C.; Follega, F. M.; Gebbia, G.; Iuppa, R.; Lolli, M.; Marcelli, N.; Martucci, M.; Masciantonio, G.; Mergè, M.; Mese, M.; Neubüser, C.; Nozzoli, F.; Oliva, A.; Osteria, G.; Pacini, L.; Palma, F.; Palmonari, F.; Parmentier, A.; Perfetto, F.; Picozza, P.; Piersanti, M.; Pozzato, M.; Ricci, E.; Ricci, M.; Ricciarini, S. B.; Sahnoun, Z.; Scotti, V.; Sotgiu, A.; Sparvoli, R.; Vitale, V.; Zoffoli, S.; Zuccon, P.; Limadou HEPD collaboration",,105,105
Hoang Phan Hai Yen,2020,"A Comparative Study of Kernel Logistic Regression, Radial Basis Function Classifier, Multinomial Naive Bayes, and Logistic Model Tree for Flash Flood Susceptibility Mapping",Water,10.3390/w12010239,"Pham, Binh Thai; Phong, Tran Van; Nguyen, Huu Duy; Qi, Chongchong; Al-Ansari, Nadhir; Amini, Ata; Ho, Lanh Si; Tuyen, Tran Thi; Yen, Hoang Phan Hai; Ly, Hai-Bang; Prakash, Indra; Tien Bui, Dieu",,12,12
Sonnenschein,2021,Geohazards Monitoring and Assessment Using Multi-Source Earth Observation Techniques,Remote Sens,10.3390/rs13214269,"Sousa, Joaquim J.; Liu, Guang; Fan, Jinghui; Perski, Zbigniew; Steger, Stefan; Bai, Shibiao; Wei, Lianhuan; Salvi, Stefano; Wang, Qun; Tu, Jienan; Tong, Liqiang; Mayrhofer, Peter; Sonnenschein, Ruth; Liu, Shanjun; Mao, Yachun; Tolomei, Cristiano; Bignami, Christian; Atzori, Simone; Pezzo, Giuseppe; Wu, Lixin; Yan, Shiyong; Peres, Emanuel",,13,13
Burkhard, GIS,APPLICATION OF REMOTE SENSING AND BIG DATA FOR GLOBAL WATER USE SUSTAINABILITY ASSESSMENT AND MONITORING,7TH INTERNATIONAL CONFERENCE ON CARTOGRAPHY AN,10.1080/20964471.2018.1548052,"Cui, Yaokui; Chen, Xi; Gao, Jinyu; Yan, Binyan; Tang, Guoqiang; Hong, Yang",2018,2,2
Carevic,2021,"Geological Approach for Landfill Site Selection: A Case Study of Vrsac Municipality, Serbia",Sustainability,10.3390/su13147810,"Carević, Ivana; Sibinović, Mikica; Manojlović, Sanja; Batoćanin, Natalija; Petrović, Aleksandar S.; Srejić, Tanja",,13,13
Batocanin,2021,"Geological Approach for Landfill Site Selection: A Case Study of Vrsac Municipality, Serbia",Sustainability,10.3390/su13147810,"Carević, Ivana; Sibinović, Mikica; Manojlović, Sanja; Batoćanin, Natalija; Petrović, Aleksandar S.; Srejić, Tanja",,13,13
Alshahrani,2021,An automated deep learning based satellite imagery analysis for ecology management,Ecol Inform,10.1016/j.ecoinf.2021.101452,"Alshahrani, Haya Mesfer; Al-Wesabi, Fahd N.; Al Duhayyim, Mesfer; Nemri, Nadhem; Kadry, Seifedine; Alqaralleh, Bassam A.Y.",2021,66,66
El Marouani,2020,Using Earth Mover's Distance and Word Embeddings for Recognizing Textual Entailment in Arabic,Comput Sist,10.18653/v1/w17-1322,"Almarwani, Nada; Diab, Mona",2017,,
Enneya,2020,Using Earth Mover's Distance and Word Embeddings for Recognizing Textual Entailment in Arabic,Comput Sist,10.18653/v1/w17-1322,"Almarwani, Nada; Diab, Mona",2017,,
Ahmed,2019,Efficient Water Quality Prediction Using Supervised Machine Learning,Water,10.3390/w11112210,"Ahmed, Umair; Mumtaz, Rafia; Anwar, Hirra; Shah, Asad A.; Irfan, Rabia; García-Nieto, José",,11,11
Shah,2019,Efficient Water Quality Prediction Using Supervised Machine Learning,Water,10.3390/w11112210,"Ahmed, Umair; Mumtaz, Rafia; Anwar, Hirra; Shah, Asad A.; Irfan, Rabia; García-Nieto, José",,11,11
Irfan,2019,Efficient Water Quality Prediction Using Supervised Machine Learning,Water,10.3390/w11112210,"Ahmed, Umair; Mumtaz, Rafia; Anwar, Hirra; Shah, Asad A.; Irfan, Rabia; García-Nieto, José",,11,11
Shi,2020,Bidirectional Grid Fusion Network for Accurate Land Cover Classification of High-Resolution Remote Sensing Images,IEEE J Sel Top Appl Earth Observ Remote Sens,10.1109/jstars.2020.3023645,"Wang, Yupei; Shi, Hao; Zhuang, Yin; Sang, Qianbo; Chen, Liang",2020,13,13
Wei,2021,A Digital Signal Recovery Technique Using DNNs for LEO Satellite Communication Systems,IEEE Trans Ind Electron,10.1109/tie.2020.2994873,"Zhang, Yufeng; Wang, Zhugang; Huang, Yonghui; Wei, Wei; Pedersen, Gert Frolund; Shen, Ming",2021,68,68
Farmakis,2021,Targeted Rock Slope Assessment Using Voxels and Object-Oriented Classification,Remote Sens,10.3390/rs13071354,"Farmakis, Ioannis; Bonneau, David; Hutchinson, D. Jean; Vlachopoulos, Nicholas",,13,13
Schmidt,2021,Remote Sensing for Short-Term Economic Forecasts,Sustainability,10.3390/su13179593,"Juergens, Carsten; Meyer-Heß, Fabian M.; Goebel, Marcus; Schmidt, Torsten",,13,13
Bashir,2021,"Mapping Allochemical Limestone Formations in Hazara, Pakistan Using Google Cloud Architecture: Application of Machine-Learning Algorithms on Multispectral Data",ISPRS Int J Geo-Inf,10.3390/ijgi10020058,"Khan, Muhammad Fawad Akbar; Muhammad, Khan; Bashir, Shahid; Ud Din, Shahab; Hanif, Muhammad",,10,10
Din,2021,"Mapping Allochemical Limestone Formations in Hazara, Pakistan Using Google Cloud Architecture: Application of Machine-Learning Algorithms on Multispectral Data",ISPRS Int J Geo-Inf,10.3390/ijgi10020058,"Khan, Muhammad Fawad Akbar; Muhammad, Khan; Bashir, Shahid; Ud Din, Shahab; Hanif, Muhammad",,10,10
Xu,2018,Urban Area Detection in Very High Resolution Remote Sensing Images Using Deep Convolutional Neural Networks,Sensors,10.3390/s18030904,"Tian, Tian; Li, Chang; Xu, Jinkang; Ma, Jiayi",,18,18
Ahmad,2019,Analyzing Machine Learning Predictions of Passive Microwave Brightness Temperature Spectral Difference Over Snow-Covered Terrain in High Mountain Asia,Front Earth Sci,10.3389/feart.2019.00212,"Ahmad, Jawairia A.; Forman, Barton A.; Kwon, Yonghwan",,7,7
Stark,2021,Deep Learning-Based Generation of Building Stock Data from Remote Sensing for Urban Heat Demand Modeling,ISPRS Int J Geo-Inf,10.3390/ijgi10010023,"Wurm, Michael; Droin, Ariane; Stark, Thomas; Geiß, Christian; Sulzer, Wolfgang; Taubenböck, Hannes",,10,10
Gore,2020,DWELLING IN THE ANTHROPOCENE: NOTES FROM LAKE SUPERIOR JOSHUA TREY BARNETT AND DAVID CHARLES GORE,Ethics Environ,10.2979/ethicsenviro.25.1.04,Barnett; Gore,2020,25,25
Kite,2021,Assessing the Generalization of Machine Learning-Based Slope Failure Prediction to New Geographic Extents,ISPRS Int J Geo-Inf,10.3390/ijgi10050293,"Maxwell, Aaron E.; Sharma, Maneesh; Kite, J. Steven; Donaldson, Kurt A.; Maynard, Shannon M.; Malay, Caleb M.",,10,10
Wu,2020,A Multi-Sensor Fusion Framework Based on Coupled Residual Convolutional Neural Networks,Remote Sens,10.3390/rs12122067,"Li, Hao; Ghamisi, Pedram; Rasti, Behnood; Wu, Zhaoyan; Shapiro, Aurelie; Schultz, Michael; Zipf, Alexander",,12,12
Moustafa,2021,Hyperspectral change detection based on modification of UNet neural networks,J Appl Remote Sens,10.1117/1.jrs.15.028505,"Moustafa, Marwa S.; Mohamed, Sayed A.; Ahmed, Sayed; Nasr, Ayman H.",2021,15,15
de Morais,2020,Sunspot behavior forecast using neural networks approaches,2020 IEEE INTERNATIONAL CONFERENCE ON INDUSTRIAL TECHNOLOGY (ICIT),10.1109/icit45562.2020.9067206,"Premebida, Sthefanie; Pechebovicz, Denise; Camargo, Thiago; Nazario, Henrique; Soa, Vinicios; Baroncini, Virginia; de Morais, Erikson; Siqueira, Hugo; Oliva, Diego; Martins, Marcella",2020,,
Scott,2021,Re/turning to soil: becoming one-bodied with the Earth,Cult Stud Sci Educ,10.1007/s11422-021-10031-1,"Scott, Charles; Behrisch, Tanya; Bhattacharjee, Monica; Grass, Starleigh; Bai, Heesoon",2021,16,16
Guigoz,2019,"Snow Cover Evolution in the Gran Paradiso National Park, Italian Alps, Using the Earth Observation Data Cube",Data,10.3390/data4040138,"Poussin, Charlotte; Guigoz, Yaniss; Palazzi, Elisa; Terzago, Silvia; Chatenoux, Bruno; Giuliani, Gregory",,4,4
Zhou,2021,RSIMS: Large-Scale Heterogeneous Remote Sensing Images Management System,Remote Sens,10.3390/rs13091815,"Zhou, Xiaohua; Wang, Xuezhi; Zhou, Yuanchun; Lin, Qinghui; Zhao, Jianghua; Meng, Xianghai",,13,13
Han,2021,Spatial-Temporal Distribution of the Freeze-Thaw Cycle of the Largest Lake (Qinghai Lake) in China Based on Machine Learning and MODIS from 2000 to 2020,Remote Sens,10.3390/rs13091695,"Han, Weixiao; Huang, Chunlin; Gu, Juan; Hou, Jinliang; Zhang, Ying",,13,13
Wu,2021,Proportionated Distributions in Spatiotemporal Structure of the World Cultural Heritage Sites: Analysis and Countermeasures,Sustainability,10.3390/su13042148,"Yao, Ya; Wang, Xinyuan; Lu, Linlin; Liu, Chuansheng; Wu, Qiang; Ren, Hongge; Yang, Shu; Sun, Ruiqi; Luo, Lei; Wu, Kai",,13,13
Guerron-Orejuela,2022,Using Remote Sensing and Machine Learning to Locate Groundwater Discharge to Salmon-Bearing Streams,Remote Sens,10.3390/rs14010063,"Gerlach, Mary E.; Rains, Kai C.; Guerrón-Orejuela, Edgar J.; Kleindl, William J.; Downs, Joni; Landry, Shawn M.; Rains, Mark C.",,14,14
Lin,2021,Toward Large-Scale Mapping of Tree Crops with High-Resolution Satellite Imagery and Deep Learning Algorithms: A Case Study of Olive Orchards in Morocco,Remote Sens,10.3390/rs13091740,"Lin, Chenxi; Jin, Zhenong; Mulla, David; Ghosh, Rahul; Guan, Kaiyu; Kumar, Vipin; Cai, Yaping",,13,13
Ghosh,2021,Toward Large-Scale Mapping of Tree Crops with High-Resolution Satellite Imagery and Deep Learning Algorithms: A Case Study of Olive Orchards in Morocco,Remote Sens,10.3390/rs13091740,"Lin, Chenxi; Jin, Zhenong; Mulla, David; Ghosh, Rahul; Guan, Kaiyu; Kumar, Vipin; Cai, Yaping",,13,13
Wilhelm,2021,Towards Tackling Multi-Label Imbalances in Remote Sensing Imagery,2020 25TH INTERNATIONAL CONFERENCE ON PATTERN RECOGNITION (ICPR),10.1109/icpr48806.2021.9412588,"Kossmann, Dominik; Wilhelm, Thorsten; Fink, Gernot A.",2021,,
Hernandez-Barco,2020,Teaching Down to Earth-Service-Learning Methodology for Science Education and Sustainability at the University Level: A Practical Approach,Sustainability,10.3390/su12020542,"Hernández-Barco, Míriam; Sánchez-Martín, Jesús; Blanco-Salas, José; Ruiz-Téllez, Trinidad",,12,12
Drivas,2021,Semantically Enriched Crop Type Classification and Linked Earth Observation Data to Support the Common Agricultural Policy Monitoring,IEEE J Sel Top Appl Earth Observ Remote Sens,10.1109/jstars.2020.3038152,"Rousi, Maria; Sitokonstantinou, Vasileios; Meditskos, Georgios; Papoutsis, Ioannis; Gialampoukidis, Ilias; Koukos, Alkiviadis; Karathanassi, Vassilia; Drivas, Thanassis; Vrochidis, Stefanos; Kontoes, Charalampos; Kompatsiaris, Ioannis",2021,14,14
Michalopoulou,2018,Challenges in Estimating Global CF4 and C2F6 Emissions,LIGHT METALS 2018,10.1007/978-3-319-72284-9_196,"Michalopoulou, Eleni",2018,,
Zhong,2020,Discriminative Feature Learning Constrained Unsupervised Network for Cloud Detection in Remote Sensing Imagery,Remote Sens,10.3390/rs12030456,"Xie, Weiying; Yang, Jian; Li, Yunsong; Lei, Jie; Zhong, Jiaping; Li, Jiaojiao",,12,12
Zhang,2021,Deep-learning-based burned area mapping using the synergy of Sentinel-1&2 data,Remote Sens Environ,10.1016/j.rse.2021.112575,"Zhang, Qi; Ge, Linlin; Zhang, Ruiheng; Metternicht, Graciela Isabel; Du, Zheyuan; Kuang, Jianming; Xu, Min",2021,264,264
Yan,2018,WSF-NET: Weakly Supervised Feature-Fusion Network for Binary Segmentation in Remote Sensing Image,Remote Sens,10.3390/rs10121970,"Fu, Kun; Lu, Wanxuan; Diao, Wenhui; Yan, Menglong; Sun, Hao; Zhang, Yi; Sun, Xian",,10,10
Han,2019,Aerial Image Road Extraction Based on an Improved Generative Adversarial Network,Remote Sens,10.3390/rs11080930,"Zhang, Xiangrong; Han, Xiao; Li, Chen; Tang, Xu; Zhou, Huiyu; Jiao, Licheng",,11,11
Barsi,2020,Calibrating Geosynchronous and Polar Orbiting Satellites: Sharing Best Practices,Remote Sens,10.3390/rs12172786,"Helder, Dennis; Doelling, David; Bhatt, Rajendra; Choi, Taeyoung; Barsi, Julia",,12,12
Wang,2019,Downscaling Precipitation in the Data-Scarce Inland River Basin of Northwest China Based on Earth System Data Products,Atmosphere,10.3390/atmos10100613,Zuo; Xu; Chen; Wang,,10,10
Dutta,2021,New Trends in Bioremediation Technologies Toward Environment-Friendly Society: A Mini-Review,Front Bioeng Biotechnol,10.3389/fbioe.2021.666858,"Dutta, Kunal; Shityakov, Sergey; Khalifa, Ibrahim",,9,9
Gitis,IONS,Earthquake Prediction Based on Combined Seismic and GPS Monitoring Data,COMPUTATIONAL SCIENCE AND ITS APPLICA,10.1007/978-3-030-86979-3_42,"Gitis, V. G.; Derendyaev, A. B.; Petrov, K. N.",2021,,
Ferguson,2021,Microgravity-induced alterations of mouse bones are compartment- and site-specific and vary with age,Bone,10.1016/j.bone.2021.116021,"Coulombe, Jennifer C.; Sarazin, Blayne A.; Mullen, Zachary; Ortega, Alicia M.; Livingston, Eric W.; Bateman, Ted A.; Stodieck, Louis S.; Lynch, Maureen E.; Ferguson, Virginia L.",2021,151,151
Naghipour,2021,Vegetation Types Mapping Using Multi-Temporal Landsat Images in the Google Earth Engine Platform,Remote Sens,10.3390/rs13224683,"Aghababaei, Masoumeh; Ebrahimi, Ataollah; Naghipour, Ali Asghar; Asadi, Esmaeil; Verrelst, Jochem",,13,13
Mahdavi,2020,Estimation of Semiarid Forest Canopy Cover Using Optimal Field Sampling and Satellite Data with Machine Learning Algorithms,J Indian Soc Remote Sens,10.1007/s12524-020-01102-x,"Mahdavi, Ali; Aziz, Jalal",2020,48,48
Zhu,2018,Towards Real-Time Service from Remote Sensing: Compression of Earth Observatory Video Data via Long-Term Background Referencing,Remote Sens,10.3390/rs10060876,"Xiao, Jing; Zhu, Rong; Hu, Ruimin; Wang, Mi; Zhu, Ying; Chen, Dan; Li, Deren",,10,10
Franchi,2020,Statistically learning Archean carbonate diagenesis,Precambrian Res,10.1016/j.precamres.2020.105867,"Franchi, Fulvio; Abebe, Ash",2020,348,348
Tonelli,2021,Climate Projections for the Southern Ocean Reveal Impacts in the Marine Microbial Communities Following Increases in Sea Surface Temperature,Front Mar Sci,10.3389/fmars.2021.636226,"Tonelli, Marcos; Signori, Camila Negrão; Bendia, Amanda; Neiva, Juliana; Ferrero, Bruno; Pellizari, Vivian; Wainer, Ilana",,8,8
Venkatappa,2019,Determination of Vegetation Thresholds for Assessing Land Use and Land Use Changes in Cambodia using the Google Earth Engine Cloud-Computing Platform,Remote Sens,10.3390/rs11131514,Venkatappa; Sasaki; Shrestha; Tripathi; Ma,,11,11
Wei,2021,Assessment of Annual Composite Images Obtained by Google Earth Engine for Urban Areas Mapping Using Random Forest,Remote Sens,10.3390/rs13040748,"Zhang, Zhaoming; Wei, Mingyue; Pu, Dongchuan; He, Guojin; Wang, Guizhou; Long, Tengfei",,13,13
Schmidt,2021,Shortwave Radiance to Irradiance Conversion for Earth Radiation Budget Satellite Observations: A Review,Remote Sens,10.3390/rs13132640,"Gristey, Jake J.; Su, Wenying; Loeb, Norman G.; Vonder Haar, Thomas H.; Tornow, Florian; Schmidt, K. Sebastian; Hakuba, Maria Z.; Pilewskie, Peter; Russell, Jacqueline E.",,13,13
Hoang,2020,A New Hybrid Firefly-PSO Optimized Random Subspace Tree Intelligence for Torrential Rainfall-Induced Flash Flood Susceptible Mapping,Remote Sens,10.3390/rs12172688,"Nhu, Viet-Ha; Thi Ngo, Phuong-Thao; Pham, Tien Dat; Dou, Jie; Song, Xuan; Hoang, Nhat-Duc; Tran, Dang An; Cao, Duong Phan; Aydilek, İbrahim Berkan; Amiri, Mahdis; Costache, Romulus; Hoa, Pham Viet; Tien Bui, Dieu",,12,12
Hoa,2020,A New Hybrid Firefly-PSO Optimized Random Subspace Tree Intelligence for Torrential Rainfall-Induced Flash Flood Susceptible Mapping,Remote Sens,10.3390/rs12172688,"Nhu, Viet-Ha; Thi Ngo, Phuong-Thao; Pham, Tien Dat; Dou, Jie; Song, Xuan; Hoang, Nhat-Duc; Tran, Dang An; Cao, Duong Phan; Aydilek, İbrahim Berkan; Amiri, Mahdis; Costache, Romulus; Hoa, Pham Viet; Tien Bui, Dieu",,12,12
Sang,2020,A Machine Learning-Based Approach for Improved Orbit Predictions of LEO Space Debris With Sparse Tracking Data From a Single Station,IEEE Trans Aerosp Electron Syst,10.1109/taes.2020.2989067,"Li, Bin; Huang, Jian; Feng, Yanming; Wang, Fuhong; Sang, Jizhang",2020,56,56
de Campos Souza,2019,Pulsar Detection for Wavelets SODA and Regularized Fuzzy Neural Networks Based on Andneuron and Robust Activation Function,Int J Artif Intell Tools,10.1142/s0218213019500039,"de Campos Souza, Paulo Vitor; Torres, Luiz Carlos Bambirra; Guimarães, Augusto Junio; Araujo, Vanessa Souza",2019,28,28
